time,ǰ40,ǰ39,ǰ38,ǰ37,ǰ36,ǰ35,ǰ34,ǰ33,ǰ32,ǰ31,ǰ30,ǰ29,ǰ28,ǰ27,ǰ26,ǰ25,ǰ24,ǰ23,ǰ22,ǰ21,ǰ20,ǰ19,ǰ18,ǰ17,ǰ16,ǰ15,ǰ14,ǰ13,ǰ12,ǰ11,ǰ10,ǰ9,ǰ8,ǰ7,ǰ6,ǰ5,ǰ4,ǰ3,ǰ2,ǰ1
2021-06-19T00:00:00.000Z,35492.4089653080896243,35480.7025535789978182,35482.6659289935135096,35509.5212865895015964,35541.6773419424582299,35549.0896693889634379,35562.1819008600186896,35574.2644093795561166,35591.2946398145156205,35615.9069269076975988,35638.9167415560895427,35656.3020116376241580,35666.0043487410365695,35727.2942866444208206,35757.1666879485321557,35785.7232400848692272,35790.4435970293363828,35799.7734441142490601,35813.3704615682893270,35820.2456411094169686,35830.5240018766567281,35882.2762435157902731,35866.0109235307694451,35869.7390619325503082,35865.0318828090913657,35865.6223514680961930,35863.2362572901274374,35862.3995261288983020,35858.1995789473136939,35834.9227284121787587,35817.6222458517334572,35801.6866281193749421,35770.1270570955731973,35745.3409651933160867,35730.2785316982449459,35726.6863077134908954,35704.4882093523026422,35687.4248734726025824,35715.7814956982132184,35749.9494840105920225
2021-06-19T00:01:00.000Z,35480.7025535789978182,35482.6659289935135096,35509.5212865895015964,35541.6773419424582299,35549.0896693889634379,35562.1819008600186896,35574.2644093795561166,35591.2946398145156205,35615.9069269076975988,35638.9167415560895427,35656.3020116376241580,35666.0043487410365695,35727.2942866444208206,35757.1666879485321557,35785.7232400848692272,35790.4435970293363828,35799.7734441142490601,35813.3704615682893270,35820.2456411094169686,35830.5240018766567281,35882.2762435157902731,35866.0109235307694451,35869.7390619325503082,35865.0318828090913657,35865.6223514680961930,35863.2362572901274374,35862.3995261288983020,35858.1995789473136939,35834.9227284121787587,35817.6222458517334572,35801.6866281193749421,35770.1270570955731973,35745.3409651933160867,35730.2785316982449459,35726.6863077134908954,35704.4882093523026422,35687.4248734726025824,35715.7814956982132184,35749.9494840105920225,35750.8627069649696989
2021-06-19T00:02:00.000Z,35482.6659289935135096,35509.5212865895015964,35541.6773419424582299,35549.0896693889634379,35562.1819008600186896,35574.2644093795561166,35591.2946398145156205,35615.9069269076975988,35638.9167415560895427,35656.3020116376241580,35666.0043487410365695,35727.2942866444208206,35757.1666879485321557,35785.7232400848692272,35790.4435970293363828,35799.7734441142490601,35813.3704615682893270,35820.2456411094169686,35830.5240018766567281,35882.2762435157902731,35866.0109235307694451,35869.7390619325503082,35865.0318828090913657,35865.6223514680961930,35863.2362572901274374,35862.3995261288983020,35858.1995789473136939,35834.9227284121787587,35817.6222458517334572,35801.6866281193749421,35770.1270570955731973,35745.3409651933160867,35730.2785316982449459,35726.6863077134908954,35704.4882093523026422,35687.4248734726025824,35715.7814956982132184,35749.9494840105920225,35750.8627069649696989,35780.3790664904126555
2021-06-19T00:03:00.000Z,35509.5212865895015964,35541.6773419424582299,35549.0896693889634379,35562.1819008600186896,35574.2644093795561166,35591.2946398145156205,35615.9069269076975988,35638.9167415560895427,35656.3020116376241580,35666.0043487410365695,35727.2942866444208206,35757.1666879485321557,35785.7232400848692272,35790.4435970293363828,35799.7734441142490601,35813.3704615682893270,35820.2456411094169686,35830.5240018766567281,35882.2762435157902731,35866.0109235307694451,35869.7390619325503082,35865.0318828090913657,35865.6223514680961930,35863.2362572901274374,35862.3995261288983020,35858.1995789473136939,35834.9227284121787587,35817.6222458517334572,35801.6866281193749421,35770.1270570955731973,35745.3409651933160867,35730.2785316982449459,35726.6863077134908954,35704.4882093523026422,35687.4248734726025824,35715.7814956982132184,35749.9494840105920225,35750.8627069649696989,35780.3790664904126555,35755.3799994560913844
2021-06-19T00:04:00.000Z,35541.6773419424582299,35549.0896693889634379,35562.1819008600186896,35574.2644093795561166,35591.2946398145156205,35615.9069269076975988,35638.9167415560895427,35656.3020116376241580,35666.0043487410365695,35727.2942866444208206,35757.1666879485321557,35785.7232400848692272,35790.4435970293363828,35799.7734441142490601,35813.3704615682893270,35820.2456411094169686,35830.5240018766567281,35882.2762435157902731,35866.0109235307694451,35869.7390619325503082,35865.0318828090913657,35865.6223514680961930,35863.2362572901274374,35862.3995261288983020,35858.1995789473136939,35834.9227284121787587,35817.6222458517334572,35801.6866281193749421,35770.1270570955731973,35745.3409651933160867,35730.2785316982449459,35726.6863077134908954,35704.4882093523026422,35687.4248734726025824,35715.7814956982132184,35749.9494840105920225,35750.8627069649696989,35780.3790664904126555,35755.3799994560913844,35748.6731307046909736
2021-06-19T00:05:00.000Z,35549.0896693889634379,35562.1819008600186896,35574.2644093795561166,35591.2946398145156205,35615.9069269076975988,35638.9167415560895427,35656.3020116376241580,35666.0043487410365695,35727.2942866444208206,35757.1666879485321557,35785.7232400848692272,35790.4435970293363828,35799.7734441142490601,35813.3704615682893270,35820.2456411094169686,35830.5240018766567281,35882.2762435157902731,35866.0109235307694451,35869.7390619325503082,35865.0318828090913657,35865.6223514680961930,35863.2362572901274374,35862.3995261288983020,35858.1995789473136939,35834.9227284121787587,35817.6222458517334572,35801.6866281193749421,35770.1270570955731973,35745.3409651933160867,35730.2785316982449459,35726.6863077134908954,35704.4882093523026422,35687.4248734726025824,35715.7814956982132184,35749.9494840105920225,35750.8627069649696989,35780.3790664904126555,35755.3799994560913844,35748.6731307046909736,35737.8229618262226720
2021-06-19T00:06:00.000Z,35562.1819008600186896,35574.2644093795561166,35591.2946398145156205,35615.9069269076975988,35638.9167415560895427,35656.3020116376241580,35666.0043487410365695,35727.2942866444208206,35757.1666879485321557,35785.7232400848692272,35790.4435970293363828,35799.7734441142490601,35813.3704615682893270,35820.2456411094169686,35830.5240018766567281,35882.2762435157902731,35866.0109235307694451,35869.7390619325503082,35865.0318828090913657,35865.6223514680961930,35863.2362572901274374,35862.3995261288983020,35858.1995789473136939,35834.9227284121787587,35817.6222458517334572,35801.6866281193749421,35770.1270570955731973,35745.3409651933160867,35730.2785316982449459,35726.6863077134908954,35704.4882093523026422,35687.4248734726025824,35715.7814956982132184,35749.9494840105920225,35750.8627069649696989,35780.3790664904126555,35755.3799994560913844,35748.6731307046909736,35737.8229618262226720,35746.7073157808759711
2021-06-19T00:07:00.000Z,35574.2644093795561166,35591.2946398145156205,35615.9069269076975988,35638.9167415560895427,35656.3020116376241580,35666.0043487410365695,35727.2942866444208206,35757.1666879485321557,35785.7232400848692272,35790.4435970293363828,35799.7734441142490601,35813.3704615682893270,35820.2456411094169686,35830.5240018766567281,35882.2762435157902731,35866.0109235307694451,35869.7390619325503082,35865.0318828090913657,35865.6223514680961930,35863.2362572901274374,35862.3995261288983020,35858.1995789473136939,35834.9227284121787587,35817.6222458517334572,35801.6866281193749421,35770.1270570955731973,35745.3409651933160867,35730.2785316982449459,35726.6863077134908954,35704.4882093523026422,35687.4248734726025824,35715.7814956982132184,35749.9494840105920225,35750.8627069649696989,35780.3790664904126555,35755.3799994560913844,35748.6731307046909736,35737.8229618262226720,35746.7073157808759711,35751.8540937519386276
2021-06-19T00:08:00.000Z,35591.2946398145156205,35615.9069269076975988,35638.9167415560895427,35656.3020116376241580,35666.0043487410365695,35727.2942866444208206,35757.1666879485321557,35785.7232400848692272,35790.4435970293363828,35799.7734441142490601,35813.3704615682893270,35820.2456411094169686,35830.5240018766567281,35882.2762435157902731,35866.0109235307694451,35869.7390619325503082,35865.0318828090913657,35865.6223514680961930,35863.2362572901274374,35862.3995261288983020,35858.1995789473136939,35834.9227284121787587,35817.6222458517334572,35801.6866281193749421,35770.1270570955731973,35745.3409651933160867,35730.2785316982449459,35726.6863077134908954,35704.4882093523026422,35687.4248734726025824,35715.7814956982132184,35749.9494840105920225,35750.8627069649696989,35780.3790664904126555,35755.3799994560913844,35748.6731307046909736,35737.8229618262226720,35746.7073157808759711,35751.8540937519386276,35752.8379799812889577
2021-06-19T00:09:00.000Z,35615.9069269076975988,35638.9167415560895427,35656.3020116376241580,35666.0043487410365695,35727.2942866444208206,35757.1666879485321557,35785.7232400848692272,35790.4435970293363828,35799.7734441142490601,35813.3704615682893270,35820.2456411094169686,35830.5240018766567281,35882.2762435157902731,35866.0109235307694451,35869.7390619325503082,35865.0318828090913657,35865.6223514680961930,35863.2362572901274374,35862.3995261288983020,35858.1995789473136939,35834.9227284121787587,35817.6222458517334572,35801.6866281193749421,35770.1270570955731973,35745.3409651933160867,35730.2785316982449459,35726.6863077134908954,35704.4882093523026422,35687.4248734726025824,35715.7814956982132184,35749.9494840105920225,35750.8627069649696989,35780.3790664904126555,35755.3799994560913844,35748.6731307046909736,35737.8229618262226720,35746.7073157808759711,35751.8540937519386276,35752.8379799812889577,35785.1958407475149784
2021-06-19T00:10:00.000Z,35638.9167415560895427,35656.3020116376241580,35666.0043487410365695,35727.2942866444208206,35757.1666879485321557,35785.7232400848692272,35790.4435970293363828,35799.7734441142490601,35813.3704615682893270,35820.2456411094169686,35830.5240018766567281,35882.2762435157902731,35866.0109235307694451,35869.7390619325503082,35865.0318828090913657,35865.6223514680961930,35863.2362572901274374,35862.3995261288983020,35858.1995789473136939,35834.9227284121787587,35817.6222458517334572,35801.6866281193749421,35770.1270570955731973,35745.3409651933160867,35730.2785316982449459,35726.6863077134908954,35704.4882093523026422,35687.4248734726025824,35715.7814956982132184,35749.9494840105920225,35750.8627069649696989,35780.3790664904126555,35755.3799994560913844,35748.6731307046909736,35737.8229618262226720,35746.7073157808759711,35751.8540937519386276,35752.8379799812889577,35785.1958407475149784,35798.4431990492452573
